url	movie	type	text	source
https://marvelcinematicuniverse.fandom.com/wiki/Doctor_Strange/Quote	Spider-Man: No Way Home	Spoken about Stephen Strange	"""This has to be because of the spell.""""The spell? Like magic spell?""""There's no spell.""""No spell. No.""""Magic's real here, too?""""I mean..""""Shut up, Ned. No, it's not real. Shut up.""""I mean... There's magicians and stuff, but there's no like...""""Stop it. Stop."""	Ned Leeds, Spider-Man, and Michelle Jones
https://marvelcinematicuniverse.fandom.com/wiki/Doctor_Strange/Quote	Spider-Man: No Way Home	Spoken about Stephen Strange	"""Anyway, we're getting sidetracked. Look, this is where we're gonna do this, okay? It's isolated, so no one should get hurt. We draw them there with the box, it's the one thing they all want. All we have to do is figure out how we're gonna get there.""""Oh, we can portal there.""""What?""""I'm magic now.""""Yeah, no, no. He's right. He can.""""Yeah, we saw him.""""Yeah. He is.""""Wait, really?""""Dude, I got Doctor Strange magic."""	Spider-Man, Ned Leeds, Michelle Jones, Peter Parker, and Peter Parker
https://marvelcinematicuniverse.fandom.com/wiki/Doctor_Strange/Quote	Spider-Man: No Way Home	Dialogue	"""Hi! I'm...""""The most famous person in the world, I know. Wong. Try not to slip. We don't have liability insurance.""""Is all this for a holiday party?""""No. One of the rotunda gateways connects to Siberia. Blizzard blasted through.""""Because someone forgot to cast a maintenance spell to keep the seals tight.""""That's right, he did, because he forgot I now have higher duties.""""Higher duties?""""The Sorcerer Supreme has high duties, yes.""""Wait, I thought you were the Sorcerer Supreme?""""No. He got it on a technicality, because I blipped for five years.""""Oh. Well, congratulations.""""If I'd been here, then I'd—""""—have burned the place down."""	Peter Parker, Wong, and Stephen Strange
https://marvelcinematicuniverse.fandom.com/wiki/Doctor_Strange/Quote	Spider-Man: No Way Home	Dialogue	"""So, Peter... To what do I owe the pleasure?""""Right. Umm... I'm really sorry to bother you, sir, but…""""Please. We saved half the universe together, I think we're beyond calling me ""sir"".""""Okay, uh... Stephen.""""That feels weird, but I'll allow it.""""When... When Mysterio revealed my identity... my entire life got screwed up, and... I was wondering, I mean, I don't even know if this would actually work, but I was wondering if... maybe you could go back in time and make it so that he never did?""""Peter... we tampered with the stability of space-time to resurrect countless lives. You wanna do it again now just because yours got messy?""""This isn't... it's not about me. I mean, this is really hurting a lot of people. My... my Aunt May, Happy... My best friend, my girlfriend, their futures are ruined just because they know me, and... they've done nothing wrong.""""I am so sorry, but... even if I wanted to... I don't have the Time Stone anymore.""""That's right. I'm really sorry if I... wasted your time.""""N-No, you didn't...""""Just forget about it.""""Oh, he will. He's really good at forgetting things.""""Wong. You've actually generated a good idea.""""What?""""The runes of Kof-Kol.""""The runes of Kof-Kol?""""Oh, it's just a standard spell of forgetting. Won't turn back time, but at least people will forget that you were ever Spider-Man.""""Seriously? Thank—""""No. Not ""seriously."" That spell travels the dark borders between known and unknown reality. It's too dangerous.""""God, we've used it for a lot less. Do you remember the full moon party in Kamar-Taj?""""No.""""Exactly… Come on, Wong. Hasn't he been through enough?""""…Just leave me out of this.""""Fine?""""Fine."""	Stephen Strange, Peter Parker, and Wong
https://marvelcinematicuniverse.fandom.com/wiki/Doctor_Strange/Quote	Spider-Man: No Way Home	Dialogue	"""So, what is this place?""""The Sanctum's built at the intersection of cosmic energy currents. We were the first to seek them out. Some of these walls are thousands of years old. And they shot an episode of Equalizer here in the 80's.""""Well, I, umm... really appreciate you doing this for me, sir.""""Don't mention it. And don't call me 'sir'.""""Right. Sorry.""""You ready?""""I'm ready.""""Nice knowing you, Spider-Man.""""Wait, excuse me?""""The entire world is about to forget that Peter Parker is Spider-Man. Including me.""""Everyone? Can't some people still know?""0That's not how the spell works and it's very difficult and dangerous to change it mid-casting.""""So my girlfriend is just gonna forget about everything we've been through? I mean, is she even gonna be my girlfriend?""""That depends. Was she your girlfriend just because you're Spider-Man, or...""""I mean, I don't know. I really hope not.""""Alright. Fine. Everyone in the world is gonna forget you're Spider-Man, except your girlfriend.""""Thank you so much.... Oh, my God. Ned. Ned!""""What is a Ned?""""He's my best friend, so it's really important to me that Ned knows...""""Okay. Let's not change the parameters of the spell anymore while I'm casting it.""""Okay, I'm done. I swear I'm done. … But my Aunt May should really know.""""Peter, stop tampering with the spell.""""Once she found out that I was Spider-Man, it was really messy, and I don't think that I can go through with that again. So, my Aunt May?""""Yes!""""Oh, thank you. Happy…""""No. I am annoyed.""""No, it's a nickname. Harold ""Happy"" Hogan. He used to work for Tony Stark....""""Could you... just stop talking?!""""Basically, everyone... who knew that I was Spider-Man before... should still know!"""	Peter Parker and Doctor Strange
https://marvelcinematicuniverse.fandom.com/wiki/Doctor_Strange/Quote	Spider-Man: No Way Home	Dialogue	"""…Did it work?""""No. You changed my spell six times.""""Five times…""""You changed my spell! You don't do that! I told you, and that is why! That spell was completely out of control. If I hadn't shut it down, something catastrophic could've happened.""""Stephen, listen, I am so sorry...""""Call me ""sir""!""""Sorry, sir.""""You know, after everything we've been through together, somehow I always forget... You're just a kid. Look, Parker, the problem, it's not Mysterio. It's you. Trying to live two different lives. And the longer you do that, the more dangerous it becomes, believe me. I'm so sorry about you and your friends not getting into college, but if they rejected you, and... you tried to convince them to reconsider, there is nothing else you can do.""""When you say ""convince them"", you mean like, I could've called them?""""Yeah.""""I can do that?""""...You haven't called?""""Well, I mean, I got their letter, and I assumed that...""""I'm sorry, but are you telling me, that you didn't even think to plead your case with them first, before you asked me to brainwash the entire world?!""""I mean, when you put it like that, then..."""	Peter Parker and Doctor Strange
https://marvelcinematicuniverse.fandom.com/wiki/Doctor_Strange/Quote	Spider-Man: No Way Home	Dialogue	"""Be careful what you wish for, Parker.""""Let me out of here!""""Can you please explain to me what is going on?""""That little spell that you botched where you wanted everyone to forget that Peter Parker is Spider-Man, it started pulling in everyone who knows Peter Parker is Spider-Man, from every universe, into this one.""""From every universe?""""Who are you? Where am I?""""I think it's better if we don't engage with them, because, frankly, the Multiverse is a concept about which we know frighteningly little.""""The multiverse is real?""""This shouldn't even be possible."""	Strange talks with Doctor Octopus and Spider-Man about the Multiverse
https://marvelcinematicuniverse.fandom.com/wiki/Doctor_Strange/Quote	Spider-Man: No Way Home	Dialogue	"""But I thought you stopped the spell?""""No, I contained it, but it would appear that a few of them squeaked through. After you left, I detected an otherworldly presence. I pursued it into the sewers, where I found that...slimy, green son of a gun.""""Spell? As in magic? What is this, a birthday party? Who is this clown? What is this madness?!""""Watch this. Do you know a Peter Parker who is Spider-Man?""""Yes.""""Is that him?""""No.""""See? Okay, here's what we gotta do. I don't know how many of these... visitors we got...""""I saw another one! On the bridge. He was like a... Like a flying green elf.""""Well, he sounds jolly. Why don't you start with him? I need you to capture them and bring them here, while I figure out how to get them back before they destroy the fabric of reality, or worse, Wong finds out.""""Uh, Doctor Strange?""""What?""""My friends and I just got a second chance at getting into MIT. If the school sees me fighting these crazy monsters...""""Hey, watch your mouth!""""I-I'm sorry.""""You're seriously still talking about college?""""Hey, what did you just do?""""This.""""Hey, you can't just...""""How did you do that?""""Lots of birthday parties."""	Spider-Man, Doctor Strange, and Doctor Octopus
https://marvelcinematicuniverse.fandom.com/wiki/Doctor_Strange/Quote	Spider-Man: No Way Home	Dialogue	"""I can't believe I'm in the Sanctum Sanctorum.""""Neither can I.""""So... how did you know you're made of magic? Because my nanna says that we have it in and sometimes I get these tinglings in my hand...""""You should talk to your physician.""""Peter!""""Hey! I'm so sorry for dragging you in this, you just gotta help me find these guys...""""You don't have to apologize. You got us a second shot at MIT.""""So, how did the bad guys get here?""""He screwed up a spell trying to get you into college.""""Wait, what?""""I thought it was a magic laser? You did it with magic?""""No, that was after. Let's just focus on the good news, okay?""""No, let's just focus on the bad news. As of now, you have detected zero multiversal trespassers, so get on your phones, scour the internet, and... Scooby-Doo this shit!""""You're telling us what to do, even though it was your spell that got screwed up, meaning that all of this is kinda your mess. You know, I know a couple of magic words myself, starting with the word 'please'.""""… Please, Scooby-Doo this shit. You can work in the undercroft."""	Ned Leeds, Doctor Strange, Michelle Jones, and Peter Parker
https://marvelcinematicuniverse.fandom.com/wiki/Doctor_Strange/Quote	Spider-Man: No Way Home	Dialogue	"""Oh, great. You caught another one.""""No, wait. Strange, he's not dangerous... What is that?""""It's an ancient relic. The Macchina di Kadavus. Trapped your corrupted spell inside, once you've finished the proper ritual, will reverse the spell. And send these guys back to their universes.""""And then what? We perish?!""""Nah. No thanks, I'll pass on that.""""Let me out of here. Peter!""""Strange... We can't send them back. Not yet.""""Why?""""Some of these guys are gonna die.""""Parker... it's their fate.""""Come on, Strange. Have a heart.""""In the grand calculus of the multiverse, their sacrifice means infinitely more than their lives. I'm sorry, kid. If they die, they die.""""Peter!""""Don't...!""""Dude, what are you doing?!""""Peter, you gotta go. Go!""""…This is why I never had kids."""	Doctor Strange, Spider-Man, Doctor Octopus, Electro, Green Goblin, Ned Leeds, and Michelle Jones
https://marvelcinematicuniverse.fandom.com/wiki/Doctor_Strange/Quote	Spider-Man: No Way Home	Dialogue	"""Give me the box.""""No… Oh, my God, I'm dead!""""You're not dead. You've just been separated from your physical form.""""My physical... What?!""""How are you doing that?""""I have no idea.""""You should not... be able... to... do that!""""This feels amazing…! That might be one of the coolest things that's ever happened to me, but don't ever do that again …Hey! Get off of me! What is this place?""""The Mirror Dimension... where I'm in control.""""Strange, stop! Can we please just talk about this?""""Parker, don't you realize that in the Multiverse, there are an infinite number of people who know Peter Parker is Spider-Man? And if that spell gets loose, they're all coming here!""""Look, I know. I get it. But we can't just send them home to die!""""It's their fate. You can't change that anymore than you can change who they are.""""But what if we could? What if we can change their fate? Whoa, what are you doing? I'm not giving you the... Whoa! Give me that back! Wait a minute, is that an Archimedean spiral? The Mirror Dimension is just geometry? You're great at geometry! You can do geometry. Square the radius, divided by pi, plot points along the curve...""""It's over, Parker. I'll come pick you up when it's done.""""Hey, Strange. You know what's cooler than magic? Math.""""Don't do this.. Ow.""""I'm sorry, sir, but... I have to try."""	Doctor Strange and Spider-Man engage in combat within the Mirror Dimension
https://marvelcinematicuniverse.fandom.com/wiki/Doctor_Strange/Quote	Spider-Man: No Way Home	Dialogue	"""Where is he?""""Wait, wait, wait!""""Before you do anything, Mister... Doctor Strange, sir, well... Peter's plan is working.""""What plan?""""He's curing them.""""Well, I'll be damned... Did you just open a portal?""""Yes... yes, sir. I did.""""Hmm."""	Doctor Strange, Michelle Jones, and Ned Leeds
https://marvelcinematicuniverse.fandom.com/wiki/Doctor_Strange/Quote	Spider-Man: No Way Home	Dialogue	"""Strange, wait, we're so close!""""Save it! I've been dangling over the Grand Canyon for twelve hours!""""I know, I know, I, uh, um, uh... I-I'm sorry about that, sir, I mean...""""You went to the Grand Canyon?!""""He could've used your help!""""No, no, no, it's okay, it's okay! Uh, these... These are my new friends, this is Peter Parker, this is Peter Parker, Spider-Man, Spider-Man, they're mes from other universes, they're here to help. This is the wizard I was telling you about.""""Look, I am really impressed that you've managed to give them all a second chance, kid. But this has to end, now."""	Spider-Man, Doctor Strange, Spider-Man, and Spider-Man
https://marvelcinematicuniverse.fandom.com/wiki/Doctor_Strange/Quote	Spider-Man: No Way Home	Dialogue	"""What's happening?""""They're starting to come through and I can't stop them!""""There's got to be something we can do. Can't you just cast the spell again? But, like, the original way, before I screwed it up?""""We're too late for that. They're here! They're here because of you!""""What if everyone forgot who I was?""""What?""""They're coming here because of me, right? Because I'm Peter Parker? So cast a new spell. But this time, make everyone forget who Peter Parker is. Make everyone forget... me.""""No.""""But it would work, right?""""Yeah, it would work. But you got to understand, that would mean everyone... who knows and loves you... We'd... We'd have no memory of you. It'll be as if you never existed.""""I know… Do it.""""...Well, then go and say your goodbyes. You don't have long.""""Thank you, sir.""""Call me Stephen.""""Thank you, Stephen.""""Yeah... Still feels weird.""""I'll see you around…""""So long, kid."""	Doctor Strange shares a final goodbye with Spider-Man
https://marvelcinematicuniverse.fandom.com/wiki/Doctor_Strange/Quote	Doctor Strange in the Multiverse of Madness	Dialogue	"""Congratulations.""""Thank you. There's Charlie. I have to introduce you because he's kind of... It's embarrassing, but he's a big fan.""""So... Hey, uh, Christine... umm... I should have... I wish it had been different. I never stopped caring about us, but I had to make sacrifices. To protect you. I'm sorry.""""It was never gonna work out between us.""""Why not?""""Because Stephen... You have to be the one holding the knife. And I always respected you for it, but I couldn't love you for it.""""How long have you had that one in the barrel?""""Long time.""""Yeah. I bet. Truly, I'm just glad that you're happy.""""I am. I really, really am.""""Good.""""Are you?""""I'm happy.""""Good. You deserve it.""""Thank you."""	Doctor Strange and Christine Palmer
https://marvelcinematicuniverse.fandom.com/wiki/Doctor_Strange/Quote	Doctor Strange in the Multiverse of Madness	Dialogue	"""Look, I left a very nice wedding to save a smartass kid from getting eaten by an octopus. Tell me-""""Whose wedding?""""Christine's.""""You went?""""Holy shit. You married Christine?"""	Doctor Strange, Wong and America Chavez
https://marvelcinematicuniverse.fandom.com/wiki/Doctor_Strange/Quote	Doctor Strange in the Multiverse of Madness	Dialogue	"""Did other me know how to defeat this demon?""""Well, you just knew of this magical book of pure good, that gives a sorcerer whatever they need to defeat their enemy.""""The Book of Vishanti? It's not real. It's a fairy tale that doesn't exist.""""Actually, it does. I found out in the secret book you get when you become Sorcerer Supreme.""""Unbelievable.""""You're not the Sorcerer Supreme?""""No, I am not the Sorcerer Supreme.""""Other you was Sorcerer Supreme in his universe."""	Doctor Strange, America Chavez and Wong
https://marvelcinematicuniverse.fandom.com/wiki/Doctor_Strange/Quote	Doctor Strange in the Multiverse of Madness	Dialogue	"""That means.. dreams are windows into the lives of our Multiversal selves.""""That was his theory."""	Doctor Strange and America Chavez
