Content	Keywords
Well Sam Zell, who is the kid from nowhere type all this stuff, sold it for $40 billion to Blackstone. Peter McCormack: Whoa! Anthony Pompliano: You’re sitting there and you’re thinking, right time, right place, right product, right experience and they all came together and there’s probably 10, 20, maybe 50 people in the planet who had those two very special skills and experiences that came together at that time, etc and he pulled the trigger and he ended up being successful	time, mccormack, billion, experience, peter, pompliano, stuff, people
You’re telling me a bunch of details very similar! Had experience interviewing, had all this stuff and it comes together. It’s like football when the hole opens up, you just got to run through it and you shouldn’t be apologetic for doing it! Peter McCormack: What’s the goal for you then? Anthony Pompliano: So you’re farther along than I am in thinking about a lot of this	mccormack, experience, peter, pompliano, stuff, football
I’ll tell you something that I’ve never admitted to anybody outside of people that are very close to me. I’m actually very uncomfortable with a lot of this and so getting used to it… You know, we were at the event last night for BlockFi and somebody came up to me and very similar right, ‘I’ve listened to everything	people, outside
I’ve read everything. This is great’, you know like the quintessential fanboy	great
I don’t like that situation, I’m super uncomfortable. I’m comfortable asking them questions, ‘actually just tell me about you!’ It’s very interesting we get put in that position to how you react, how you feel, all this stuff and I think that I’m getting over that a little bit	stuff
I’m very humbled by it. I try to kind of return the favour	favour
So if somebody thinks that I’ve helped them, I try to help them twice as much to give back to them. Part of it is, what does that become? Peter McCormack: I think once you start thinking, maybe you are different from somebody, that’s when you start to lose? Anthony Pompliano: I actually don’t care about the notoriety and all this stuff	mccormack, peter, pompliano, stuff
It goes back to what do you do that’s different than everybody else? I’m self-aware almost to a fault and I always say to myself, there’s two things that I think I can do differently. They don’t mean I’m better	things, better
I just don’t think other people are doing this. One is the ability to take super, super complex ideas in a very nascent space and to take those ideas and regurgitate them in a very simplistic way for a very specific audience	space, ideas, people
Nobody else is doing that and if you do it correctly, I think that there’s a lot of opportunities there. The second is, I have these life experiences that allow me to use the digital tools that we’ve been given through Twitter and all these things to create massive distribution	life, twitter, things, digital
So put those two things together, there’s nobody taking these super complex ideas, regurgitating them in a simplistic way and then being able to distribute them in the way that I am. I hope that changes	things, ideas, hope
So part of what I’ve come to learn is, when I was a kid, I wanted to be better than everybody else and actually wanted to stay better than anybody else forever. I want to run faster than you and I never want you to catch me	better
As I’ve gotten older, I actually now look at it and say, we as a group need other people to run faster than us. How do we help a bunch of other people become, from slower, to the same speed, to now go faster than us, because we’ll actually benefit? It’s the restaurant problem	people
There’s one restaurant on an intersection, they get some traffic. Most people think if a second restaurant shows up on the intersection, their business will be cannibalized	people, business
Actually, both businesses rise because then people think that’s the restaurant corner. Then three, then four and then you notice that they are all grouped together	people
I think that’s what we’re doing because I want more people. Peter McCormack: I mean that’s why I will share your shows out	mccormack, peter, people
I won’t share everyone because that’s pointless, but if one really resonates with me… Anthony Pompliano: Well half of them sucks, so you only share the good ones! Peter McCormack: What it is, is you’ve got to be selective about the ones you want to listen to it because there’s too many now and also actually some suit different occasions. If I’m in LA and I’m going to San Fran, I’ll never fly, because I’ve got to get to the airport and get through TSA, it’s a four to five-hour journey of, stop, start, stop, start	mccormack, la, peter, pompliano
Or I can get in a car and sit in there for six hours and I can get something done. I listen to podcasts and I’m going to listen to Marty Bent for six hours because that’s perfect	hours, podcasts
But if I go down the gym, I’m going to listen to you because there’s a different scenario. Anthony Pompliano: Oh I’m the gym and he’s driving? I don’t know if I like that or not	pompliano
Peter McCormack: No, no that’s good. With Marty, I just want to relax	mccormack, peter
I’m separating myself from the world. I’m going to sit here and just listen to two people have an amazing conversation and it’s a relaxing one	people, world
Whereas yours, they’re high energy, they’re question/answer and things that, you know, it’s just different scenario. Actually usually when I’m in the gym, I also might be listening to Norma Jean or some metal; there’s different scenarios	high, things, answer
But, sorry, what I was getting at, is there’s different shows I listen to now and I have to select and I’ll pick out the ones and I will share out. But I think we’re all stronger together and it’s like when people put up those polls; ‘which is your favourite crypto podcast’, I always want to say, ‘but you can only have four and there are all these other ones that you’ve forgotten about’	podcast, crypto, favourite, people
There’s Laura (Shin), who often gets forgotten and I’m like, you can’t forget her. She was one of the first	laura
Listen to her interview with Naval or listen to her interview with the Winklevoss twins or the one she just did with Rune about MakerDao. I mean, she’s brilliant, absolutely brilliant! Anthony Pompliano: She has a skill that you and I don’t have, that she honed for years	pompliano, interview
She is a journalist… Peter McCormack: … I guess we’re more like entertainers, but she’s genuinely brilliant. So I think we’re all stronger together, especially as media because what we’re hopefully doing is we’re bringing in new people in	mccormack, peter, people
I don’t even know where I’m going with this! Anthony Pompliano: But what you’re saying is it’s fascinating that, we don’t have a plan. You or I	pompliano
I bet you if we ask Laura, she had an idea and she had kind of a short term plan, but she didn’t know what it was going to turn into. Almost every founder doesn’t know what’s going to be	laura
That’s the beauty of it; is the ability to kind of course correct and make these small adjustments and you know, ‘hey, I did an interview, people really didn’t like that type of topic. Let me go back to what people really like’ and you kind of refine it and those iterations get a product that people love	people, interview, love
Peter McCormack: Alright, so how much of what you’re doing is designed for your audience and how much of it is based around what you want to do? Anthony Pompliano: So I take the position, I’m going to do what I want to do and the people that like what I like are going to be attracted to it and the people who don’t can jog on. Not in a, ‘I don’t appreciate you, I don’t want to be associated with you’, but in a… ‘The biggest reward I get from spending hours every week doing this, I learn’	mccormack, hours, peter, pompliano, people, week
Peter McCormack: Do you prep for your interviews? Anthony Pompliano: I don’t do any prep. Peter McCormack: See I had a feeling that you didn’t and that’s insane because let me show you this	interviews, mccormack, peter, pompliano
Anthony Pompliano: Okay, let me see. He just brought out a computer	pompliano
Peter McCormack: So this is an example prep for… Let’s go with Andreas. Anthony Pompliano: He’s showing me right now pages of notes	mccormack, peter, pompliano, example
Peter McCormack: So what I do, I create a structure of the things I want to do in the topics I want to get through. It’s funny, we haven’t done it for this one and I don’t know if it matters actually	mccormack, funny, things, peter
Maybe I could survive without it. Maybe I couldn’t	survive
But I know, I can tell you just sit down and you just go. Anthony Pompliano: So here’s what I’m scared of… So let me clarify one thing	pompliano
When they walk in the room, I do ask them, what do you want to talk about? That type of stuff. And I may jot down, ‘hey, here’s two or three ideas or whatever’ and I’ll make sure I weave them in	ideas, stuff
But for the most part, I’m just freewheeling. It goes back to this idea of authenticity	authenticity
I don’t want to ever feel like I’m walking in to do a job and I promise you I will walk away from all of this, the day that I feel like it’s not fun anymore. So what I’ve found is the people who are the most popular episodes, they walk in and they’re like, ‘ask me about anything’	job, people
Nothing’s out of bounds. I’m here	bounds, nothing
I’m basically going to just shoot the shit with you. Very similar how we’re doing it and the episodes explode	explode
The people who walk in and you can tell like they have a PR team and they’re doing all this stuff, you can just tell that they want to say things and they don’t. Or you can tell that they’ve been coached, stay away from certain topics and when I sense that, that’s where I want to go! Why do you not want to talk about this? Are you hiding something? Is it something that you’re sensitive to and I want to go do that	things, stuff, people, team
If they trust you, they don’t care. They’re like, look, ‘ask me about anything	trust
I’ll talk about my deepest, darkest secrets and I’ll talk about the greatest things in the world’. The people who come in and are very rigid, it’s a different feel	things, people, world
It’s not as fun and episodes don’t do well. So for me, that’s the whole key, is just, let’s go bullshit! Peter McCormack: My biggest fear is that I’ve run out of questions in an interview	mccormack, peter, interview, fear
Get half an hour in and I’ve got nothing more to talk about. It kind of happened with Hester Peirce	nothing
That was a very tough interview. Anthony Pompliano: Okay, explain	pompliano, interview
Peter McCormack: Because a lot of it comes down to how much somebody talks. If somebody gives shorter answers, it’s hard	mccormack, peter
Obviously, she works for the SEC. Anthony Pompliano: She’s being super careful	pompliano
Peter McCormack: She is being super careful and she’s tows the line and I didn’t have enough questions prepared and I didn’t know where to take it. We got to like 45 minutes	mccormack, minutes, peter
We ended up doing a little personal stuff, but I didn’t know where to take it afterwards. With you, it’s kind of easier because we can discuss anything, but with her, it was very, very difficult	difficult, stuff
That’s always my fear, that I’ve run out of things to say. That’s why I do so much prep	things, fear
Anthony Pompliano: So I’ve actually never thought about that because I just end it. If I’m done, I’m done	pompliano
I don’t actually know now that I’m thinking about it, if that’s good or bad? Am I cheating people from a conversation where there’s other questions and not? One thing I’ve started to do now is a live stream on Twitter and I’ll stop the interview from the Audio podcast recording and many times I’ll then say to the people, ‘hey, five more minutes, send me questions like they’re here’ and people ask questions that I wouldn’t have thought of or that they find fascinating whatever. To me it’s just…	podcast, minutes, twitter, people, interview
If you and I run out of things to talk about, let’s shut up. Peter McCormack: Well this is my longest interview to date so far	mccormack, things, peter, interview
Do you know what we’ve done? It’s two hours now and we’ve not even touched aliens! I really want to talk about it, it’s like my favourite subject! Anthony Pompliano: At the two hour and two-minute mark, we’re going into aliens. There’s still a lot of people watching! Peter McCormack: I know	mccormack, hours, favourite, peter, pompliano, people, aliens
I wonder how many have stuck through it. It’s gone back and forth	stuck
Firstly, why do you have the alien question? It kind of gives me the feeling that you enjoy interviewing and you want to get out of just being an industry. Anthony Pompliano: So there’s two reasons	industry, pompliano
One, I have a genuine interest and it’s just so fascinating to me. The idea that we are such a small part of the universe used to scare the shit out of me	universe
The idea that you and I, one day, are not here, whoa! Peter McCormack: We are so irrelevant! Anthony Pompliano: But yeah, like just super uncomfortable. It makes me want to just go do crazy shit	mccormack, peter, pompliano, crazy
I forget who the first person I asked was and I asked the question because I genuinely was interested in their answer. What I found was it was the best way I knew to find out, how does this person think? What is the framework they use to think through something that they are unprepared for or they haven’t thought about? So finance and Wall Street firms are famous for asking things like, ‘how many golf balls can you fit in a Boeing 747’ and they want to hear the person in their vest with their pocket protectors say, ‘you could fit 4,732 golf balls into a Boeing 747 because there are this many cubic square feet and this many balls’ and they go through the whole thing, I got it	person, things, best, answer
That’s super not cool to me because I just don’t give a shit how many golf balls go in a Boeing 747. Aliens though, I actually really care what your answer is	aliens, answer
But I also get to see how do you think and so there’s some people who come in and they’re funny. They say, ‘oh, we’re the pets’, or ‘we’re the aliens’	funny, people, aliens
It gives me a lot of insight of who they are. There’s people who come in and immediately know some sort of theory, like an academic theory that has been created that basically backs into the high probability of aliens existing	high, people, aliens
That’s a very intelligent kind of structured answer. There’s some people who would come in and on the spot on the fly are doing the math, ‘well there’s this many planets…’, and you can see the very analytical and so it’s just a way to learn more about them with a very unassuming question	people, answer
They’re so busy answering the question, they don’t realize that I’m learning not just the answer, but other things about them. Peter McCormack: So what’s your answer then, do aliens have pets? Have you answered it? I can’t remember if you’ve answered it	mccormack, things, peter, aliens, answer
Anthony Pompliano: Oh, to pets. I’ve definitely talked about it	pompliano
So I’m as close to 100% confidence as you could get about aliens existing somewhere. That’s where I’m at	aliens
Peter McCormack: But what constitutes an alien? Anthony Pompliano: That’s the big question! Peter McCormack: Is it just about intelligent life or you’re talking about creatures because there can be organic life. Then there can be some kind of creature and then there can be intelligent life	life, mccormack, peter, pompliano
Anthony Pompliano: Absolutely. So I think that if there’s one species, there’s going to be multiple ones	pompliano
So pets or not pets, they’re just going to be multiple species, which was really what the point of that question is. But, I’m going to surprise you	point
I recently recorded an episode and I asked this question and because now everyone comes prepared for the aliens right? So people literally say, ‘hey man, I want to come on and talk about aliens’. Not, ‘hey, I want to come on and talk about other stuff’	stuff, people, aliens
What do you think about the ocean? Are you more scared to go to the depths of the ocean or to go to space? Peter McCormack: I’m not scared to go to space. I want to go to space! Anthony Pompliano: Okay	space, mccormack, peter, depths, pompliano
So this is interesting because I’m the same way. I would much rather go to space then go to the depths of the ocean	space, depths
Peter McCormack: I’m not scared of either. I’m fascinated by both of them	mccormack, peter
I’m fascinated by the depth of the ocean because there’s probably shit down there we still don’t know exists. Anthony Pompliano: Completely and that’s the fascination with space	space, pompliano
Peter McCormack: I always think of The Abyss, have you seen the film? Anthony Pompliano: No, I haven’t seen it. Peter McCormack: You will love it	mccormack, peter, pompliano, love
But that fascinates me, but I guess I’m more into space because it’s so much more vast than the oceans. I mean there is so much more out there	space
Anthony Pompliano: Is it though? This is why I asked the question, I completely agree with space from a size perspective. What if we’re actually underestimating the ocean and overestimating space, in the sense that we will learn and discover more things in our lifetime in our own ocean than we will in space	space, perspective, things, pompliano
Peter McCormack: I think there’s so much more out there in space because of so many varieties of things, not just life forms. There are supposedly planets that are entirely made of diamond	life, space, mccormack, things, peter
I mean, how amazing is that? Anthony Pompliano: That’s wild! Peter McCormack: That I really think is cool. There’s actually a really good podcast called “Ask a Spaceman”	podcast, mccormack, peter, pompliano
Definitely check out Paul Sutter, he explains really complex things in a really funny and interesting way, like relativity. In a way that I never understood it before	funny, things
The only thing I think about with aliens and stuff, is if you do the math on the odds of it happening, the math says, you know, billions of planets, it’s like a no brainer. But then I’m like, if life forms are created elsewhere, must it have the same… Must there be a thing called DNA? Must there be a thing called chromosomes? Or can it be entirely unique? Because things like chromosomes and DNA seem like some weird kind of design	life, dna, things, stuff, aliens
How can DNA and chromosomes happen by chance? By a hot mess bubbling at the bottom of the ocean. How can that exist? How can that come to be, if it’s not designed? That always makes me think… Alright so you can be on another planet, another galaxy, bottom their ocean, there’s this primordial soup bubbling away, but how can that spark a DNA of exactly the same design? And does it need to be? Because that’s a fluke! Anthony Pompliano: Absolutely	dna, pompliano
What it begs the question is just how replicable are the things that have happened in the evolution of the Earth and humans, animals, etc and there’s two components to that. One is what is the actual DNA and what has happened to us and also what is the environment in which that has permeated	permeated, dna, things, earth
My guess is that there is other “life” or microorganism whatever it is, it’s in very different environments. So I probably to a fault, am difficult with a lot of people because I like to question the underlying assumption	life, difficult, people
One of the assumptions in space is that we are looking for something that is similar to Earth. Well, what if that’s actually the wrong question? What if we’re just looking for a different set of conditions that could also create? Why is earth the only thing that could create life? Peter McCormack: You may have life that doesn’t need oxygen	life, space, mccormack, peter, earth
Anthony Pompliano: There’s probably some scientists out there who’s figured this out already, but I don’t know that. There’s so many different angles you could go	pompliano
There’s so many different ways you could go. Now like I’ve been thinking more three dimensional and there’s space and there’s the ocean	space
I was telling somebody yesterday about the ocean question and they were like, ‘dude, you want to really screw up your brain. What about volcanoes?’ The idea that it’s not the ocean, which we think of, ‘okay, I can just go in the water and I just go to the bottom and then I hit the crust of the earth.’ But this idea that all of that stuff is in the earth and it boils up and explodes and it rips a hole in the Earth and then there’s lava everywhere	everywhere, stuff, earth
I’m like, whoa! You start going down and thinking just that the world is a big place. We don’t know anything compared to what is actually all the knowledge out there, all the information and we’re just so lucky	information, world, knowledge
Peter McCormack: So somebody explained this thing to me once they said, ‘you cannot calculate how lucky you are to be alive’. You can’t calculate that because if you try and do the math, you have to start the point at which your parents met each other	mccormack, peter, point
At that moment there was one moment in time they conceived you and any part of that moment conceiving you might not have happened. One variable changes it all	time
He said, ‘but what about your parents’ parents and their parents and look all the coincidence that have to happen for that moment in time for you to be born’. Anthony Pompliano: And just that one of them happened, all the different sperm count and you’re the one who swam the fastest! Peter McCormack: No, you go before that! What if the dinosaurs hadn’t been killed? You know, maybe humans wouldn’t exist because they’d all been eaten	time, mccormack, peter, pompliano
Then what if the moon hadn’t crashed into the earth to create the moon or whatever. If you go back and calculate all the things that had to happen for you to exist, it’s an impossible number	things, impossible, earth
You almost get close to infinity. It’s impossible	impossible
Somebody explained that to me and they said, ‘not only that. The universe is 13.8 billion years old and it’s your time right now’	time, billion, universe
Anthony Pompliano: That’s crazy. Peter McCormack: So you’ve got all these things and so that person says to me, they said, ‘I believe I’m always alive	person, mccormack, things, peter, pompliano, crazy
I don’t believe it’s my 80 years within that 13.8 billion. I believe I’m always alive because I’m alive right now’	billion
Does that make sense? Then I was trying to think about it and then it just screwed my head up. Anthony Pompliano: One of the pieces of advice is that as an investor, a lot of founders will call when things aren’t going well	things, pompliano
So I always joke and say when we haven’t heard from companies, that’s actually really scary because it’s not going so well that they want to call and basically brag and make us proud of them. But they’re also not calling cause it’s going horribly, so it’s just going sideways, which is not good and something’s going wrong	companies
But when you get the good calls out, you’re happy and excited and they usually don’t need help at that point. But when they call, when things are going wrong, I can usually split the problem into two things	things, point
One is things under their control, things not under their control. Things under their control are very action-oriented	things, control
Let’s come up with a plan, let’s go execute the plan, all that stuff. The things that are not under their control, the best piece of advice I’ve ever given them; ‘where are you right now?’ They’ll tell me and I say, ‘put your phone down	things, best, stuff, control
We’re going to hang up, put your phone down and I want you to go for a walk outside for 30 minutes with no device and just go for a walk and come back and call me’. It is the most fascinating thing	minutes, outside
They come back, they’re calmer, they’re happier. They have changed in a way that yes, maybe some of it is the device, but it’s the fact that they’ve had to go outside and just realize that there’s more to this	outside
You and I are in an office, ‘oh my God we got to figure this out’ and he’s walking, talking like nothing else matters. I definitely don’t do it nearly as much as I should do it	office, nothing
But that’s the stuff that just fascinates me. It’s literally just removing yourself from an environment, putting yourself in a new environment and breaking a routine, completely changes your perspective	perspective, stuff
Peter McCormack: I feel robbed of this interview. Do you know why? Because normally you get to go, ‘you can ask me one question’	mccormack, peter, interview
I’ve got to ask you loads! I didn’t have to be diplomatic about that one question. I didn’t get to go, ‘what’s that one question I had’	diplomatic
Anthony Pompliano: What would have been, what would you ask me? Peter McCormack: I don’t know. I would have to think about it	mccormack, peter, pompliano
Where’s the best pizza in New York? Anthony Pompliano: Oh Man…. Peter McCormack: I’ll tell you where the best burger is in New York — Parker Meridian Burger joint	mccormack, peter, best, pompliano
You ever been there? Anthony Pompliano: I have not. I’ve heard that from a few different people	pompliano, people
So here’s a dirty secret. People get mad when I tell them this	people
Let me ask you, what’s your favourite restaurant in the world? Peter McCormack: Chotto Matte in London. Actually, this is one I’ve been to most, it’s not my favourite, sorry	mccormack, london, favourite, peter, world
It’s a Peruvian/Japanese fusion and it’s opposite Ronnie Scott’s on Frith Street. The same street that I get all my tattoos; Frith Street	opposite
So it’s not my favourite. My favourite is Hakkasan in London in Mayfair	london, favourite
That’s my favourite restaurant, but the one I go to most is Chotto Matte. Anthony Pompliano: So mine’s McDonalds! Here’s why… It’s the most consistent experience	experience, favourite, pompliano, mcdonalds
It’s the most economical and it satisfies two aspects of my life, which is the food tastes good. It’s not healthy, but it tastes good	life, food, healthy
Every time I walk in there, I am absolutely amazed that somebody built a business that is this global, this well optimized, etc and so I literally sit there and eat some unhealthy piece of food that I’m like, ‘oh this tastes great’ and like how epic that somebody built this! Peter McCormack: You need In-N-Out here so you can get over McDonald's. Anthony Pompliano: Oh man, this is super unpopular	time, mccormack, food, built, peter, pompliano, business, great
I don’t like it In-N-Out! I love Shake Shack, so there’s a whole In-N-Out/Shake Shack thing. But the In-N-Out burgers are actually fine	love
I actually think it tastes pretty good. It’s the fries! Peter McCormack: I never get the fries though, because you can have more burger! Anthony Pompliano: Oh, see that’s a good strategy	mccormack, peter, pompliano
So maybe I would change my opinion on In-N-Out if I just didn’t get the fries. The fries are just a little a too ‘papery’ for me	papery
Peter McCormack: Whenever I go, I never have fries because I’m always like, I’d rather another burger. Do you know what they also have? They do their Neapolitan shake? That’s so good! Anthony Pompliano: They definitely get points for that on the menu	mccormack, peter, pompliano
Peter McCormack: You do dip fries in shakes? Anthony Pompliano: Not every time, but yeah, I used to as a kid all the time. People thought I was weird	time, mccormack, peter, pompliano, people
You want to know the question I asked somebody recently, talking about dipping stuff… How long do you dip a Oreo in milk? Peter McCormack: Oh, we don’t. Anthony Pompliano: Oh you don’t at all?! Peter McCormack: But we have tea in the UK	mccormack, tea, peter, pompliano, stuff
You dip biscuits in tea. Anthony Pompliano: Okay, how long? Peter McCormack: It’s tricky because you dip it too long, it collapses and it ruins it! The whole things ruined	mccormack, tea, things, peter, pompliano
I get pissed if I drop a biscuit in tea, it’s like ruined my fucking day. So like it just in then out	tea
The best one though, there’s these biscuits from Australia called Tim Tams. They’re biscuit wrapped in chocolate and you bite the corner off one and you bite the corner off the other and then you suck your tea through it and then you put your mouth and the whole thing melts	tea, best, australia
It’s fucking amazing! Anthony Pompliano: A Tim Tam? I’ll order them off Amazon. Peter McCormack: What’s the best pizza in New York? Anthony Pompliano: Oh, so the reason why I said this is and people are going to get so pissed… I love Dominoes	mccormack, peter, best, pompliano, people, love
Peter McCormack: Oh man, fuck this. Cody, what’s the best pizza in New York? Are you going to answer for him? Anthony Pompliano: That’s what I’m saying, the shitty places, I actually enjoy them	mccormack, peter, best, pompliano, answer
But you have to remember I grew up in a family with five boys. One of my best memories from childhood, my mom used to take us to McDonalds and I think that they probably still do this	best, mcdonalds
They used to have a 50 bucket of chicken nuggets, five boys, 10 a piece, get your sauce. Literally sitting there, we’re like she’s never fed us before, it was kind of animal! She’s like, ‘here’s 10, here’s 10, here’s 10' and we’re sitting there with our arms around, eating quick so nobody grabs it, whatever	chicken
That’s just the stuff that I remember, that was a delicacy in the sense of my parents were like, ‘we’re not going out to eat’. Peter McCormack: Yeah but I think your food choices are shit! Anthony Pompliano: They’re horrible! Peter McCormack: If you come to London or when you come to London, I’m going to take you to Chotto Matte and I’ll take you to Hakkasan and we’re not going go anywhere near McDonald's at all! The last thing, I’m conscious of time, you’re meant to be in another thing, aren’t you? Anthony Pompliano: Nah you’re good	time, mccormack, food, london, peter, pompliano, stuff
This is the most important thing I’m doing all day. Peter McCormack: So last thing I want to find out about, who are your sports teams? Give me everyone	important, mccormack, sports, peter
Anthony Pompliano: My sports teams? Oh man, I’m New York Giants, American football team. They’re good sometimes, they’re bad sometimes and everywhere in between	sports, everywhere, pompliano, football, team
I love them! For basketball, probably unpopular, I’m a LeBron believer. I actually don’t like the Lakers at all, but I want to cheer for LeBron	basketball, love
He was in Cleveland, then went to Miami, back to Cleveland, now to LA. Here’s why I like him	la
You’re going to love this. Peter McCormack: Didn’t he just set some record or two records in one game for both scoring and passing? Anthony Pompliano: I haven’t been paying attention	attention, mccormack, peter, pompliano, love
The reason why I like him is at 16 years old, he was put on the front cover of Sports Illustrated magazine, which is a big sports magazine in the US and is labeled “The Chosen One”; incredible pressure for 16 year old! This guy has not only lived up to that hype, but has probably surpassed it, in terms of what people thought he could accomplish. He’s played for 15 odd years	sports, people
He’s been married to his high school sweetheart the entire time. He’s never had a scandal where he’s cheated, committed a crime, been in trouble with the law, any of that type of stuff	high, time, school, stuff, law
He’s donated millions of dollars to charity, done all this stuff. He’s made, what many people would consider bad decisions or in bad taste in terms of, he announced he was going to leave that team, that type of stuff	dollars, charity, stuff, people, team
But the amount of pressure that he was in or under as a young man till today, you and I can’t even fathom and he’s navigated the whole thing. Peter McCormack: Did I hear right, that a lot of basketball players don’t have a long career, around three or four years? Anthony Pompliano: So football players, I don’t know what the NBA average cycle is, but football is three years, three seasons	mccormack, basketball, peter, pompliano, football
Peter McCormack: So if you have a 10/15 year career it is incredible? Anthony Pompliano: Yeah it’s incredible. Peter McCormack: So do you like hockey? Anthony Pompliano: I would go with the Carolina Hurricanes only because, the only real games I’ve ever been to are in North Carolina	mccormack, peter, pompliano
Baseball, New York Yankees. Come on! They’re the best team of all time, dynasty, I don’t care if they don’t win for 10 years, they’re still the best team ever	time, baseball, best, team
Every Yankee Fan will rub it in their face until somebody else wins 27, 28 world championships! Peter McCormack: Do you watch our football? Do you watch the Premier League? Anthony Pompliano: So I’ve started to get more into it actually. Peter McCormack: You look like a Chelsea fan to me? Anthony Pompliano: No! Who’s your team? Peter McCormack: Liverpool	mccormack, peter, pompliano, football, world, team
Anthony Pompliano: I like Manchester United. I’m a little jaded because the people that got me into it, they are Manchester United fans, so like you can’t…	pompliano, people
I’ll be contrarian only to some degree! Peter McCormack: I’m getting into your sports. Anthony Pompliano: What are you for American football? Peter McCormack: So as a kid I was 49ers	mccormack, sports, peter, pompliano, football
When we first got it on the TV, it was a Joe Montana. Then very quickly Steve Young, Jerry Rice	tv
That was the team and I was like, that’s cool. I’ve started getting into the Raiders	team
I just think it’s a cool brand and I think when they go to Vegas it’s going to be pretty cool. Anthony Pompliano: They’re going to be in Vegas and they’ve got the whole kind of hard rock mentality	vegas, pompliano
Peter McCormack: Well me and the kids went and it was brilliant. They’re playing Metallica in between… I’m in! It’s crazy! I actually quite the college football	college, mccormack, peter, crazy, football
I don’t really have a team, but I never forget the first game I watched. I was in Vegas	vegas, team
It was for my 30th. Texas plays Texas Tech	tech
Crabtree, last minute catch, touchdown. Anthony Pompliano: You got spoiled! Peter McCormack: The game was incredible and every time I watch college football, I’m just like, this is great	time, college, mccormack, peter, pompliano, football, great
I’m not that into basketball. I find it quite boring	basketball
Would probably pick the Celtics just because they’re Irish and I’m half Irish! Hockey I’ve been to see, who was it here in the city, Rangers? I’ve been to see them a couple of times, find it kind of cool, haven’t really picked a team. But baseball, I’m LA Dodgers because I started to go see them a lot	baseball, la, team
I think it was the season before last and I ended up going to a playoff game and it was the one where Justin Turner hit a walk-off home run and I was like, ‘what just happened!?’ Because my whole experience with baseball was kind of calm, I guess a bit like cricket and it never gets too crazy. Then he comes up, literally last guy, walk-off home run, the whole thing ends and the whole place just erupts and everyone’s going wild and I was like, ‘okay, I’m in	experience, baseball, crazy
I’m totally in.’ Anthony Pompliano: The thing that’s funny is, most sports, like football, is pretty fast-paced and towards the end of the game, there is the two-minute drill and they’re running up and basketball obviously is back and forth fast pace, hockey same thing. With baseball, it’s very start and stop	funny, baseball, sports, basketball, pompliano, football
Some of my best sports experience ever is Yankee Stadium, night game, the bleacher creatures are going wild, I mean they are literally throwing stuff at the opposing team, all kinds of crazy stuff. Then somebody hits a home run and the place just goes bonkers! You’re just sitting there and you’re like, ‘this is an amazing experience’	experience, sports, best, crazy, stuff, team
So that’s pretty cool that you, not living in LA, but you got to be there when that happened, to experience it. Peter McCormack: It was insane! It was really special actually	mccormack, experience, la, peter
I’ve got to say, I did enjoy it. Anthony Pompliano: Peter’s goal is to buy his local football team	peter, pompliano, football, team
Peter McCormack: Yeah, Bedford town and I nearly did it. So when I had all that money in Blockfolio, I made an inquiry	mccormack, money, peter
I mean they wouldn’t cost a lot of money at all, but still. Anthony Pompliano: Should we tell them the game we played? Peter McCormack: Well, I owe you $20	mccormack, money, peter, pompliano
Anthony Pompliano: No, no. I have an idea for your $20, but should we tell them the game? So we went through this entire interview, two hours and 20 minutes and our goal was to not talk about Crypto, Bitcoin, Blockchain or anything one time	time, blockchain, hours, minutes, crypto, pompliano, bitcoin, interview
We’ve actually been keeping track… Peter McCormack: You got a $10 fine each time. Anthony Pompliano: Yeah, you got a $10 fine every time either one of us mentioned it	time, mccormack, peter, pompliano
We only mentioned it eight times in two hours and 25 minutes. Five for him, three to me! I started bad, I was out 2–0 real quick! It caught my attention	attention, hours, minutes
Peter McCormack: So Pomp, thank you. That was amazing	mccormack, peter, pomp
Anthony Pompliano: Absolutely. Connect with What Bitcoin Did: Listen: iTunes | Spotify | Stitcher | SoundCloud | YouTube | TuneIn Follow: Website | Email | Blog | Twitter | Medium | Instagram | YouTube Entrepreneurship Podcasting -- -- Follow Written by Peter McCormack 3.2K Followers Host of: https://www.whatbitcoindid.com/podcast and https://defiance.news/podcast Follow Help Status About Careers Press Blog Privacy Terms Text to speech Teams	youtube, podcast, mccormack, entrepreneurship, follow, twitter, peter, pompliano, followers, bitcoin, email
