Content		Keywords
offer right so you sort of separate out the		
task and you know you have the easy part and then you have the hard		
part and you have like this special class of actor called a searcher that		
does the hard part and then the easy part the people doing		
the easy part which is just miners and validators they kind of		
just talk to all the different people doing the searching and they just you		
know accept the highest bidder right so and this is also just like		
interesting uh an interesting example of like economic design philosophy		
right like sometimes you can't just like make centralization go away sometimes		
it's inevitable but you know at least you can try to kind of		
contain it you can direct it or you know you can even sort of		
firewall it away from you know core consensus the parts that		
really do need to be decentralized so but you don't see it as an		decentralized
existential risk it's just incredible it's a bit of a problem that it has to		
be constantly dealt with it's a i mean it's a risk like there's		
obviously a risk that you know there it it's a very severe problem and that even		
this flashbots approach has some fatal flaw or whatever		
um but i'm definitely like we're definitely approaching it with the		
mindset of you know this is a problem and like yes we do have to do some work		
to solve it but we're doing it and uh so far it's being solved okay let's talk		
about the other really really fascinating part of uh		
the future of ethereum let's not call it ethereum 2.0		ethereum
but the future of ethereum that also may require a hard fork i don't know you can		ethereum
correct me on this is well broadly		
ideas for scaling yes and more specifically		
sort of uh layer two or uh layer one and two intersection ideas of		
how to achieve scaling and at the core of that is the idea of		
sharding so first what is sharding okay		
uh so there's two major paradigms for scaling blockchains right as		
you said layer one and layer two and layer one basically means		
make the blockchain itself like capable of processing more transactions by		blockchain
having you know some mechanism by which you can do that		
despite the fact that there's a limit to the capacity of each participant in the		
blockchain and then layer two says well we're gonna		blockchain
keep the blockchain as is but we're gonna create clever protocols		blockchain
that sit on top of the blockchain that still use the blockchain and then		blockchain
still kind of inherit things like the security guarantees of a blockchain		blockchain
but at the same time a lot of things are done off-chain and so		
you get more scalability that way um so in ethereum the most popular paradigm		ethereum
failure too is rollups and the most popular paradigm for		
one is sharding so one way to achieve layer one scaling is to increase the		
block size yes hence the block size wars quote		
unquote and uh you actually tweeted something about		
uh people are saying that vitalik changed his mind about the in it		
he went from being a small i went from being big to small		
big small of them and uh but you said i've been a medium		
blocker all along so maybe you can also comment on on where		
on the very basic aspect before you even get the sharding of where you stand on		
this block size debate sure so the way that i think		
about the trade-off is i think about it as a trade-off between		
making it easy to write to the blockchain and making it easy to read		blockchain
the blockchain right so when i say read i just mean you		blockchain
know have a node and actually verify it and make sure that it's correct and all		
of those things and then by right i mean send		
transactions so like i think for decentralization it's		
important for both of these tasks to be accessible		
and i think that they're like about equally important right if you have a		
chain that's too expensive to read then everyone will just trust a few people to		
like read for them and then those people can change the rules without anyone		
else's permission but if on the other hand it becomes		
really expensive to write then everyone will move on to basically		
second layer systems that are incredibly centralized and like that takes away		
from you know decentralization and		
self-sovereignty as well so this has been my viewpoints like pretty		
much the whole time right it's that like you know you need this balance and going		
in one direction or the other direction is very unhealthy		
in the bitcoin case um basically what happens was that		bitcoin
bitcoin originally like at the very beginning it didn't really have a block		bitcoin
size it just had an accidental block size of 32 meg or a		
block size limit of 32 megabytes because that just happens to be the limit of the		
peer-to-peer messages um but that's interesting i didn't even		
know that part yeah but then um satoshi back in 2010 was worried that		
even 32 megabyte blocks would be too hard to process so he		
uh put the limit down to one megabyte and you know i think		
the i put you mean sneaked in there yeah just like made an update to the bitcoin		bitcoin
software that made blocks bigger than one i think it's		
a million bytes um invalid and i think the impression that most people		
had at the time is that you know this is just		
a temporary safety measure and over time you know though as we become more		
confident in the software that limit would be		
and like raised some uh somewhat um but ba then		
of when the actual usage of the blockchain started going up		blockchain
and then it started going up first to 100 kilobytes		
per block then to 250 kilobytes per block then to 500 kilobytes per block		
um you know they're started kind of coming out of the woodworks this opinion		
that like no that limit should just not be increased		
and and you know then there are all of these attempts at compromising right		
um you know first there's like a proposal for 20 megabyte blocks then		
there was the 248 proposal which is um a bit ironic because the 248		
proposal started off being like a small block negotiating position		
but then when the big black people came back and said like hey where are we are		
we gonna do this they're like oh no no no we don't want them we don't want the		
block size increases anymore uh so you know there were these two		
different positions right the small blockers		
i think they valued one megabyte blocks for two reasons		
one is that they just like really really believe in the importance of		
being able to read the chain but two is that a lot of them		
really believe in in maintaining this norm of never hard forking		
right right so the difference between a hard fork and a soft fork is basically		
that in a soft fork um blocks that were		
any block that's valid under the new rules was still valid under the old		
rules so if you have a client that verifies		
according to the old rules then you'll still be able to accept the chain		
that follows the new rules whereas with a hard fork like you have to		
update your code in order to stay on the chain		
and look they have this belief that you know soft forks are kind of either		
less coercive than hard forks which by the way i completely disagree with		
um i actually think soft forks are more coercive because like basically they		
force everyone who disagrees to sort of go along by default		
um but or they have this um opinion that um there's like		
it's more difficult to abuse soft forks to do really mean things like or		
that like completely violate people's expectations like increasing the supply		
which is again there i think there is some truth to that um		
so because of you know these reasons they just say we're only going to do		
soft forks and we don't we wants to just not do any hard		
forks and they eventually discovered this idea		
called segregated witness that allows for like a very tiny		
block size increase to like the equivalent of about two megabytes		
um with a soft fork it's it's just a really		
like weird and devious trick like basically what they do is		
they take the signatures of transactions and then they put them outside of the		
block and then they add an extra rule that		
says that like every for a block to be valid the blog has to come with		
a separate like basically extension block that contains all of the		
transaction signatures right so you know when you measure it		
according to the old rules like you know hey it adds up to less than a million		
but actually there's this extension block that		
the old protocol doesn't even know about so it's a hack that that seemed to work		protocol
to do in a small way extend exactly but so		
you know small block side was like happy with these very low levels of block size		
and the big block side wanted to expand to you know at the very least go		
to four megabytes then you know maybe go maybe eight twenty there are there's		
disagreements within there as well um i definitely was uh favoring the big		
side um the whole way through as you can		
probably tell um but even though so the argument		
against the big is that uh it uh makes things more		
centralized yes because fewer people can run and		
know that verifies the chain and also because any of these things		
would require a hard fork and you know hard forks or inherently risky		
do you think there's truth to that um i'm pro hard fork i think hard forks		
are actually like in a yeah you know political economic		
sense they're better than soft forks well let's okay okay i think it's a		
beautiful principle as stated that soft		
forks may be more coarse coercive than hard forks		
this this is not just about cryptocurrency this is about		cryptocurrency
politics and life that's fascinating so you're okay with hard forks in fact you		
think hard forks is the right way to make changes because		
then everybody's forced to make a decision		
right do you accept this change or not as opposed to ideas being sneaked		
in behind the door and you're and the decisions forced on you		
exactly yeah okay so but you know hard fork some people say this is when		
they talk about sort of ethereum is there's some aspect to a hard fork		ethereum
where you're trying to upgrade a what is it airplane while it's		
flying and uh i think softworks are also		
upgrading an airplane while it's flying but it's just smaller upgrades		
that's like there's some truth to that like		
there's definitely um there's definitely a bit more risk of like a split as a		
result of a hard fork then as a result of a soft		
fork um and this split is highly undesirable right		
well it depends like if it's a split because of a bug then that's horrible		
if it's a split as a result of political differences then i think like		
a split is better than you know one side being forced to basically just like suck		
it up and accept the majority position even if it		
really hates it well there's also political connections		
throughout the history of the united states it's like sometimes		
groups of people that strongly disagree with each other		
should be forced to work it out even if they even when a split seems		
like an easy thing in the short term it depends and i think like well for		
blockchains in particular the costs of people being able to like peacefully do		
their go off and do their own thing or much lower right like		
you know okay if you have a country and you have two groups then		
like often enough like fighting out the new rules requires		
you know a civil war it requires everyone to move and so forth but no no		
on a blockchain like you know the costs are lower and so so if you		blockchain
were to look at the way things worked out with the block size wars		
and there was a split what is the bitcoin cash and bitcoin		bitcoin
yeah um would you like you looking putting on your historian hat		
you mentioned offline you like dan carlin		
so if dan carlin went to do an episode on the		
on the block size wars uh do you think uh it could have turned out better or do		
you um are you okay with the way it turned		
out i'm definitely disappointed with what		
happened with the block with the the big block side		
um i think the source of my disappointment is that like		
one of the things that you notice when just looking at like this political		
disagreements generally especially when you have environments where you know		
they're authoritarian or like single party		
dominated and then there's some opposition party		
and the opposition often has like very legitimate grievances		
but at the same time the thing you notice is that often enough the		
opposition just sucks right like it just doesn't have		
you know political capacity it doesn't have like the ability to		
come up with policy because its entire culture is like designed around		
resisting much more and then it's designed around like you know		
actually debating serious policy trade-offs and		
i i worry or i guess not so much worry because it's already happened		
i uh unfortunately think that bitcoin cash ended up being a victim of this		bitcoin
right like um first no there was a split with bitcoin cash and then of course		bitcoin
craig wright came in and you know craig wright was uh this		
basically scammer who just keeps on pretending that he is satoshi nakamoto		
the inventor of uh bitcoin hey craig wright's legal team do you hear me yes i		bitcoin
still think your client is a scammer so sue me this is definitely gonna be		
depth first search because i gotta ask you about craigslist		
because these people have been contacting me and i'm trying to figure		
out like what is up with this human being so for		
people who don't know there's somebody who is let's start		
there's satoshi nakamoto who is the creator of bitcoin is anonymous		bitcoin
and actually most really big people in the cryptocurrency space		cryptocurrency
do not like like yourself and others do not dare claim that they are even for		
fun satoshi nakamoto in fact if satoshi nakamoto is still		
alive and is like if say you were satisfied it seems like		
the thing he would do is probably or she is uh		
trying to remain anonymous on the flip side of that there's a guy named		
craig wright who continually keeps claiming that he is in fact satoshi		
nakamoto and keeps suing a lot of people so uh		
on on him if we could just linger on him what do you make of this character		
uh what what are we supposed to make of this character		
should he be ignored is there any possible truth to his claims		
um what do you make of him the the analogy that's at the side at the top of		
my head will get a bit political but um that's fine you've had michael ballas		
um so um i guess i view craig wright as being		
kind of like a donald trump figure yes and that like he's not very		
intellectual um but i think he gets a big audience		
because he says he he says things that like play to the resentments that		
people have and he says things that uh people wants to hear right like in		
the in the wake of this block size war no the big blockers did feel very		
disenchanted like they felt that you know bitcoin always had this vision		bitcoin
that we were supposed to just keep increasing the block size and bitcoin is		bitcoin
pewter pure cash it says so in the white paper		
and then this gr this elitist clique of core devs just like		
came in and said you know no no we're going to impose this totally different		
vision and if you ever want your scalability		
you'll have to wait for us to create this		
this totally unproven fancy technology called the lightning network that works		
on your completely different principles and you know they were very angry at		
this and i mean i think like i think a lot of that anger is justified		
um but at the same time you know when people are in that mental		
state like it's very easy for you to just kind of like latch on		
and if you find someone who expresses anger at the same things that you're		
angry at and also like it seems like someone		
who's strong and seems like someone who you know might be good to rally around		
it's very easy to just like get behind that		
but that extra part about where he satoshi		
i think that's um he could have done it without that but that		
i mean that just it's a marketing strategy like it sort of gives him more		
salience like there's other big block personalities		
right but what's the difference between with greg wright he's not just a big a		
big block personality he's potentially satoshi um and he did say		
all the big block things right like he talked about how oh the concept of a fee		
market is fundamentally like economically wrong and it should be		
it should be a free market and you should be able to have walks as big as		
you want like he repeated all the talking points and so		
a lot of people were kind of sucked into that right		
and so he unfortunately was able to basically dominate		
a big part of the bitcoin cash community for a long time and then		bitcoin
eventually if of course um you know more and more people started to catch on		
um he would just say technical things that are completely wrong right		
like one example of this that i remember is that he mixed up		
the concept of 256 bits and 2 to the power of 256 bits		
right um so you know the difference is it's like the difference between you		
know 80 and the concept of 80 digit numbers		
right um and because of this like he made this made this argument that said		
that bitcoin that bitcoin's elliptic curve is		bitcoin
friendly to cryptographic pairings like you don't have to		cryptographic
understand what that is but if you want to know i have articles on both at		
vitalik.ca um but basically he made this like		
technical argument that really hedged on this point and then when people when		
people pressed him on it's like yes what no no like what look exactly		
the the height is like what two and two to the 256 bits that's uh		
a very uh a very tiny amount of information no no no 2256 bits is more		
than the amount of information in the universe		
and like yeah you know equivocated and kind of like		
preyed on people's inability to and you know understands that mathematical		
nuance and i called him out and eventually i even called him out in		
person at this conference and soul like i just stood up		
and asked the you know hey you know conference		
organizer why are you letting this fraud speak at this conference		
and i remember even some big blockers at the time getting angry at me		
um but you know eventually they i did get rid of him and then craig well		
basically craig wright um was forced to split off because the		
rest of the community refused to accept some network change that he wanted		
and so then there was the bch and bsv and then in the bitcoin cash community		bitcoin
there was this drama of are they going to add a developer fund		
where they redirect 12 and a half percent of the revenue from the miners		
to the devs and according to the libertarian not		
aggression principle is this technically theft		
um like his um understanding of the technical depths of cryptocurrency		cryptocurrency
was lacking in a way that you uh satoshi nakamoto certainly would not		
yes exactly but the point is that even after craig wright got expunged		
the bitcoin cash community kept having these disagreements right and now		bitcoin
after this uh development funds dispute there's there's a further split between		
bitcoin cash and abc um so you know the the the brand check		bitcoin
three continues to extend right so so in that way it's disappointing to		
see those kinds of splitting there was never a result it is i would		
have definitely like wanted to see more of a kind of		
like v principled coin with a like tries to be bitcoin but but you		bitcoin
know follows consistent big block values but yeah i know maybe i should just like		
stop expecting projects that i have no involvement and to		
uh care at all about what my values are and you know like maybe ethereum just		ethereum
like is is never i think you have a powerful		
voice and you can inspire other projects to do		
to to to live up to their best possible cells		
okay so that's the level that's the layer one uh approach		
the other layer one within the ethereum is the idea of sharding yes		ethereum
what the heck is sharding okay what does the future of shining look like right so		
to summarize that big long tangent that we just uh once it's a		
beautiful tangent button it's tangent and i think like crypto is		crypto
just uh one of the most underrated aspects of		
crypto is i think how you can like analyze the you know the sociology		crypto
and the politics and the anthropology and		
yeah and i'm sure dan carl would have fun exploring the space at some point		
but like the core trade-off right is that if you scale blockchains the dumb		
way just by increasing the parameters then eventually you just make it harder		
and harder to participate as a node and you		
end up with a system where there's like 20 computers running the whole thing		
and it's just very centralized um so shorting basically says well		
instead of just increasing the parameters what we're going to do is		
we're going to change the blockchain architecture		blockchain
in such a way that each individual node in the blockchain only		blockchain
needs to store a small portion of the data and only		
needs to process a small portion of the transactions		
so you can think about it as being like inspired by bitsword right like on		
bittorrent there's no such thing as a bittorrent full node that has every		
movie right you know the work is like split up		
among a huge number of computers and like that makes sense that's uh you know		
the only sane way to scale a system like that		
um and if they actually tried making a version bit of bits or that required		
full nodes that store every movie then you know it		
would have like zero censorship resistance and it would just like		
you know be dead in an instant uh so the challenge with taking that model and		
applying it to blockchains right is that blockchains aren't just about like		
spreading data around they're about agreeing on exactly what data was spread		
around and ensuring that everything that you agree on actually is		
correct and so you have this paradox where		
let's say you want to have a system that supports		
10 000 transactions a second but each computer in the network can only		
personally verify 100 transactions a second so how can		
each computer get a guarantee about the other 900		
without actually going and verifying them themselves yep		
and it turns out that there are some um like a bundle of different tricks that		
can do that right so like one of them is uh just random sampling		
so the idea behind random sampling is like let's		
say for simplicity this is a proof of stake chain and		
you have 10 000 validators validators like		
you know the stakers and like for simplicity we'll assume they all have		
the same number of coins right if someone has more coins we'll just kind		
of split them up and pretends they're tense takers		
then you you you do like some random shuffling and you basically say		
these random hundred validators are assigned to validate this		
block these random hundred validators are assigned to validate this block		
these random hundred validators are assigned to validate this block		
and so each individual computer only gets assigned to validate like a small		
piece but then the way that the information		
about like what's evaluated gets passed around right is that when		
these hundred participants validate a block		
they all sign a message basically saying like yes		
we agree that this block is valid and then like they combine that signature		
into one and then they broadcast that signature		
and then everyone else instead of verifying the blocks directly		
just verifies that signature right and so if i see the signature i'm		
not directly convinced that that block is valid but what i am convinced of is		
that out of this committee of or this		
randomly selected group of 100 validators let's say		
at least 70 of them agree that this block is valid and so if i trust that		
you know the majority of these participants are all honest		
then because it's all randomly selected you know the attacker can't just like		
force themselves into one committee and and so you know the attacker is		
going to be even at least evenly spread out too and so if you know		
the entire set of validators is mostly honest every committee is going to be		
mostly honest and so like bad blocks are not going to go		
through right so that's like one simple form of sharding there's also		
other more clever things that you can do so for example there's this concept of		
zk snarks right now called as your knowledge proofs so this is the idea		
that you can make a cryptographic proof that says		cryptographic
i verified or i ran some complex computation on this piece		
of data and i got this answer and so if you make these kinds of proofs		
then like if you see a zika snark that says some block is valid		
then you're convinced that that block is valid and		
even if you know everyone in that committee is evil like they have no way		
of making a a valid proof for a bad block		
right like because the proof itself like it is a proof that you did the		
computation where that proof is much easier to		
verify than just running the computation yourself		
and you know the there's once again you know super		
awesome mathematical cryptographic magic behind		cryptographic
making zk snarks work um so it gives you a little bit of a leg		
up over the 51 honest exact assumption so it's a little		
hack that improves upon the random sampling thing		
exactly and like there's other hacks right like there is another hack called		
data availability sampling that allows you to make sure that the data in the		
blocks was actually published but like basically like if you stack a		
couple of these tricks on top of each other		
you can create a system where like i as an individual participant		
can be convinced that everything that's going on in this distributed blockchain		blockchain
thing is correct without actually personally checking more than like a		
percent of it so that's charting that's starting but		
but the as i understand maybe correct me on this		
is uh in the space of ethereum the the sharding happens on some fixed		ethereum
number like th the split is on some fixed		
number i think it's 64. is the currently sort of proposed number		
so um how does that help scaling is it just		
to fix constant scaling by 64 and is that a way		
to achieve those crazy the crazy amount of scaling that		
seems to be required to use cryptocurrency for uh for		cryptocurrency
purchasing so doing like competing with credit cards		
and visa and so on right so first i think like the 64 can be hard forked up		
over time um so we have uh set it so that like		
there's theoretically space in the data structure for 1024		
shards it's just that 64 of them are turned on		
um like there are challenges with having more shards because like you have to		
have logic that just like checks and manages all		
of those shards and if there's too many of them then that becomes too expensive		
um but you know even still you can improve quite a bit		
and then the other thing that we're doing is if		
what we're getting maximum scalability by combining		
roll-ups and sharding right so this might be a good time to talk about		
roll-ups what are roll-ups okay and now we're		
moving into layer two ideas yes so the idea behind a roll-up		
is basically that so instead of um just publishing		
transactions directly on chain and having everyone you know do all of		
the checking of those transactions and what you do is you create a system		
where users send their transactions to some		
part like central party called an aggregator and		
like well theoretically you can have a system where like the aggregator		
switches around or anyone can be an aggregator so		
you know it's still like permissionless to send things um		
then what the aggregator does is they strip out all of the transaction data		
that like is not relevant to helping people		
update the state so when i say the state this is like this is a very important		
kind of technical term for blockchains i mean like		
account balances code um like things that are like memory		
internal memory of smart contracts like basically everything the blockchain		blockchain
actually has to keep track of and remember right so		
you just put in you take all these transactions strip		
out all the data that's not relevant to telling people how to update the state		
and then you take the data that's needed to update the state and then you like		
really compress it right so like for example		
if we say you know i vitalik have an account		
that's 0x eight blah blah blah blah and it's 20 bytes		
well instead we can say well i have an account that is		
number one eight seven four two two four in the tree		
right and that goes down from 20 bytes to just like an index and a position		
which is three bytes right so you use all sorts of these fancy compression		
tracks then you basically just instead of publishing all these		
transactions you publish this like tiny compressed blob		
right so the amount of data that goes on chain goes down by maybe about a factor		
of ten right and then the second thing is that		
you don't do the computation on chin instead you do the computation off-chain		
and there's one of two ways to do this right		
one is called a zk roll up which is you just provide a zika snark that		
basically says hey look i did this computation and uh and i have		
this proof that here's the here's the you know some hash of the		
result and it's correct and then you stick it on chain		
and everyone verifies this one proof instead of verifying all these		
transactions and then the other approach is called an		
optimistic roll-up which is basically made of the scheme where like first		
someone says like hey this is what i think the result of the		
of applying these transactions is and then someone else can say i disagree the		
result is different and only if two people disagree do you		
actually do it on like do you actually just like publish all of		
the data and run the whole that whole blog on chain so if there's		
disagreements then you just like run everything on chain and whoever		
was wrong like loses a lot of money right so disagreements are very rare and		
they're very expensive and in a ck roll up you don't even rely		
on this like challenging game at all you just rely on a proof so		
you know the core principle is basically that		
instead of lots of transactions and all the trends that everyone verifies every		
transaction it is you take the transactions you		
strip strip them down and compress them as much as possible		
then stick that on the blockchain you do need to stick something on the		blockchain
blockchain just so that everyone everyone else can like keep keep up to		blockchain
date with the states so they know you know what all the contracts are what		
all the balances are and all of this but it's a very small amount of data and		
then you use some one of these other off-chain games you know could be this		
optimistic game could be a zk-snark to just prove that		
somebody out there did the compensation and the result is correct		
right so you're pushing like 90 of the work off chain and then		
you know well 90 of the data ends 99 of the computation option		
and then you still have 10 of the data and 1 of the computation on chin		
and so you know your scalability goes up by a factor of about a hundred		
so these systems are already alive for for some applications right so there's		
something called loopering which is just a		
zk roll up for payments right so you can have		
you know assets inside of us inside of the loopering system		
and you can go around and transfer them but		
uh what you um and you get like much lower transaction fees		
right like instead of five dollars you'd have to pay like less than five cents		
um but the only problem is that this only supports a couple of applications		
right now like making one that supports anything that you can do on		
ethereum just takes a bit more work but that's being done as well right so like		ethereum
within a few months i'm expecting you know fully ethereum um capable		ethereum
um roll ups to um be available as well so then so roll ups just summarizing you		
know do most of the work off chain put only a little bit on chain		
factor of 100 scaling sharding another factor of 100 scaling 100 times 100		
factor of 10 000 you know hundreds of thousands of		
transactions a second and like you know there's your scalability		
okay so you choose scalability you can do a large number of transactions very		
quickly and uh the cost of doing those transactions much lower		
you wrote that uh in the long term zka roll-ups are going to win		
in terms of layer 2 technology specifically you wrote		
in general my own view is that the in the short term optimistic roll ups as		
you were saying are likely to win out of general purpose		
evm computation and zk roll ups are likely to win		
out for simple payments uh exchange in other application specific use cases		
just as you were saying but in the medium to long term zk roll ups will win		
out in all use cases as zk snark technology improves		
why do you think uh zk roll ups are going to win		
the big picture battle over layer 2 technologies		
so i think zk roll ups like once you accept that the technology works are		
just like conceptually simpler and they have nicer properties		
the reason is that they do not have this concept of a challenge game right like		
as i mentioned in an optimistic roll-up the way that		
you ensure that the results are correct is that you let		
one person submit and like they just submit with no proof they just say		
here's what i think the result is and then if someone else disagrees they		
make their own submission and then if you have two disagreeing submissions		
then you actually publish it on chain and you see who's right		
but for this to work like you need to actually wait for someone to disagree		
right so like for example if i have an asset inside of an optimistic roll-up		
and i wants to withdraw it then i actually have to wait a week to withdraw		
it because like if the uh a block that contains my		
withdrawal turns out to be invalid then there needs to be space for someone to		
disagree with it right whereas with a ck roll up like you		
don't need time for disagreement because you just have a proof right as soon as		
the block is submitted there's a proof and you know it's correct so		
disagreements especially in the long term or sparse uh		
then uh then then you don't want to do the		
optimistic the the game theoretic thing you know		
you want to do the zk stock right the z case		
stuff is just like you can in a ck roll up you can withdraw immediately		
um you don't have to like worry about the economics of proving as much		
there's just like fewer issues um the reason why ck roll-ups are not winning		
everywhere today is because you know zeke's darks is still a crazy new		
technology right like this is something that		
10 years ago you know it existed only in theory and there was none in practice		
um then you know eight years ago people were just getting excited about it in		
bitcoin conferences for the first time um like four years starting four years		bitcoin
ago or three and a half years ago even that		
was the first time you were able to make any zika snark based anything on		
ethereum and then people started making them and		ethereum
zk technology has only really become efficient enough to do a lot of things		
within the past maybe one and a half years so it's		
it's new technology it's crazy technology it's admittedly scary		
technology if you want to learn more i also have an		
article about this on vitality.ca it's actually really really good		
most of your writing uh it's it goes it's		
technical but it's accessible i highly highly recommend		
to check out vitalik's articles and blogs whatever whatever you call them		
yeah it's brilliant summary of the work actually uh ethereum documentation		ethereum
period is really good i think that's somewhat crowdsourced that documentation		
is really really accessible and brilliant		
uh but let me ask about sort of other approaches to layer two		
like side chains so the one popular one is polygon		
what are your thoughts about polygon which is a layer two		
network is it positive is it negative for ethereum is it both does it have a		ethereum
future which is its own chain but it's using		
a theory it's like based on ethereum essentially		ethereum
or maybe you can describe what it is um so i think there is a really big and		
important difference in security models between roll-ups and side-chains		
which is basically that roll-ups inherit from the security of ethereum right so		ethereum
like if i have coins inside of bloopering or		
optimism or arbitrarium um or zk sync um then even if everyone else in the		
world who is participating in these ecosystems so like hates me and though		
and wants to steal my money i can still personally		
make sure that you know no matter what happens i get them i get my money out		
it might be a bit expensive for me to get my money out and i have to do		
transactions like on the main chain but i'll be able to do it whereas in polygon		
which is a side chain and so instead of being secured by		
ethereum it's also in part secured by its own		ethereum
um a proof of state consensus with its own token so		token
if 70 of the whole or even 51 of the holders of polygon tokens wanted		
to take my money in polygon they can right so that's the pro		
and like to be fair like there aren't even like the		
the supply i don't think is even that widely distributed right so like		
potentially you could you could this idea 51		
of the token holders coming together and stealing everything like it's		token
it's not impossible right uh where does the scaling of polygon come from like		
why is it able to process much more transactions		
than the ethereum main chain what's the idea		ethereum
there i think in part like i imagine i'm not sure		
exactly what its capacity level is but like i imagine it has a higher capacity		
because it's a bit more willing to take		
centralization trade-offs and then another thing is that like if		
the ethereum ecosystem like even if it did not do that right if		ethereum
you think about an ethereum ecosystem hypothetically scaling with side chains		ethereum
then you know you would have 100 copies of		
polygon and you know they would each have their own tokens they would each		
have their own chins and so even if each one of those chains		
was only as scalable as ethereum you know you know you could still like		ethereum
the total sum of them would still be 100 times more than ethereum		ethereum
okay um the now the thing that i want to say in polygons favor just to be very		
fair to them like i i i really you know i i definitely really you know respect		
the work that they're doing so you know start with the um		
a bit with that word of uh not criticism caution right like it's		
um that they made this kind of deliberate trade-off for very		
pragmatic reasons which is that the ethereum ecosystem needs to scale		ethereum
now and there are applications that want to do something now		
and you know if there aren't ethereum friendly options for them then		ethereum
like they're not going to just wait peacefully and do nothing for 12 months		
you know they're going to go to you know either binance smart chain or		
you know one of some other system or potentially		
something that just has totally no alignment with ethereum		ethereum
values whatsoever um but whereas you know with paul with		
polygon like the best thing that you can say in		
polygons favor and against optimism is that you know optimism is not live and		
polygonal is life right like it just takes more work to		
create a system that has these extra roll-ups uh security		
features and so polygon just said we're gonna be		
the system that makes the pragmatic tradeoff we're gonna go		
you know functionality first and then you know we can talk about adding back		
the security later so i've talked to them and like in		
principle i think they're very you know open to the idea		
of like adding more more security and at least becoming more		
uh becoming a roll up or at least you know		
adding a polygon chain let's say roll up at		
some point in the future which is definitely something i think		
they yeah you know absolutely should follow through one		
but like the fact that like they exist now and so you know applications can		
kind of bootstrap now on a chain that you know even though		
it's security isn't perfect at least it exists and people can go use it um and		
then over time you know the chain matures as		
the applications mature like units i think of a very reasonable strategy		
and i'm definitely really happy that they're part of the		
ecosystem yeah it's kind of interesting the		
history of cryptocurrency has this um tension of really good ideas		cryptocurrency
that are hard to implement so they take longer to implement		
and ideas that are not as good but are faster to implement this is like the		
story of like you have like javascript that basically		
took over the world because it was quick to implement within		
10 days and then like later kept fixing itself		
i i don't know what to make of that sort of from an engineering perspective		
i'm more and more becoming comfortable and accepting the fact that our whole		
world will run a technology that's not as good as it could have been		
just because the crappy solution is faster to implement and it sticks		
what do you make of that tension i think the		
compromise that we've been taking within ethereum is		ethereum
like when we have to take the crappy solution we look for crappy solutions		
that are forward compatible with becoming good over time		
right like when you build the the quick and dirty thing like you		
you would still already have ideas in your head about		
you know what the the more complete thing with all the security features		
added on would look like right even if it requires a hard fork		
um yes like even so you know like for example we're sharding right like well		
yeah i think it's likely that the first version of		
chardonnay that comes out like is not going to have you know zk snarks and		
data availability sampling for example but we know what these technologies are		
we feel like we you know have wrapped our heads around		
them and so we know how to build a system		
where we can put all the pieces in place so that it becomes very easy to bolt		
those components on in the future uh so like if you do things that way		
right then at the beginning you can have your		
system that has the functionality but say has less security or like less		
sustainability or less of something else but then over time like it's designed in		
such a way that it has this easy on on-ramp to adding those things		
right and if you don't think explicitly about like being future compatible then		
you do often end up with a a quick and dirty solution that backs you into a		
corner and then there are definitely cases		
where like i think the ethereum ecosystem has suffered from that and we		ethereum
have had to like expand pretty significant effort		
on for example removing features that we didn't realize		
that we actually can't sustain like one big example is just increasing the yeah		
the gas costs so like making some operations more expensive when they uh		
because they should be expensive because they actually take a lot of time in the		
process and um so that's you know making a thing		
some things more expensive kind of like taking some functionality away		
um so if you can like be cognizant of where		
you're likely going into the future and if you don't know like even be cognizant		
of both the most likely paths that you'll take in the future		
and coming like thinking about your road map and coming up with a road map where		
you know that like if you wants to do either of those things then you have a		
clean path toward it that's probably the best kind of		
practical way to get the best of both worlds that we have		
okay let's talk about this uh wonderful process of		
merging okay so there's the main net		
which is the ethereum 1.0 chain or the ch		ethereum
what should we say the chain that uses proof of work as a consensus mechanism		
and then there is uh what is it called the the beacon chain		
that uses the uh the proof of stake mechanism and i believe		
the beacon has been deployed successfully is		
is working so that was in december 2020 there's a		
bunch of questions around that that's fascinating as well but		
i think the most fascinating question is um		
